pk;id;artist;title;category;genre;cdextra;year;track01;track02;track03;track04;track05;track06;track07;track08;track09;track10;track11;track12;track13;track14
102383;a40f790d;2Raumwohnung;in wirklich;misc;;;;Da sind wir;Ich weiss warum;Ich und Elaine;Wirklich sein;Freie Liebe;Mädchen mit Plan;Weil es Liebe ist;Mathematik;Die Schwere;Da stehst du;Wir erinnern uns nicht;ich and elaine  2raum club mix;ich and elaine  naughtys couture;
102384;a40f790e;various;CLASSIC & NATURE Gewittermusik;misc;Classic;YEAR: 1997;1997;Gewittermusik;"ANTONIN DVORAK: Symphonie Nr. 9 \Aus der Neuen Welt\"": II. Largo (Auszug)""";RICHARD WAGNER: Lohengrin, Vorspiel 1. Aufzug;"LUDWIG VAN BEETHOVEN: Klaviersonate Nr. 8 ,,Pathetique\: II. Adagio cantabile (Auszug)""";EDVARD GRIEG: Letzter Frühling;"LEO DELIBES: Notturno (aus ,,Coppelia\)""";JOHANNES BRAHMS: Intermezzo Es-dur op. 117,1;RICHARD WAGNER: Siegfried Idylle (Auszug);"GIACOMO PUCCINI Summchor (aus ,,Madame Butterfly\)""";JOHANN SEBASTIAN BACH: Air (aus ,,Orchestersuite Nr. 3');EREDERIC CHOPIN: Klavierkonzert Nr. 2: II. Larghetto (Auszug);"HECTOR BERLIOZ: Tanz der Sylphen (aus ,,La Damnation de Faust\)""";"LUDWIG VAN BEETHOVEN: Symphonie Nr. 3 ,,Eroica\: II. Marcia funebre""";"EDVARD GRIEG: Ase's Tod (aus ,,Peer Gynt\)"""
102385;a40f980b;Adeva;New Direction;misc;Dance;ID3G: 3;;Caught Up In A One Night Love Affair;Rejoice;Where Is The Love?;The Way That You Feel;New Direction;Musical Freedom;Don't Think About It;Doesn't Matter;Been Around;Friday Night, Saturday Morning;Don't Think About It (Nu Birth Vocal Mix);;;
102386;a40f9c0d;¤ý¤O§»;°ß¤@;misc;Pop;;2001;°ß¤@;·Rªº´N¬O§A;ÁÂµ´±À¾P§Aªº·R;¦w¥þ·P;§Ù¤£¤F§A;¤£¥²°Ý§O¤H;¥Õª°¯W;ÅÜÃa;If You Knew;§Ú­n;·Rªº´N¬O§A(®öº©ª©);¤ñ§A§ó¦n;DATA;
102388;a40fb40b;Metallica;S&M Disc 1;misc;;;;THE ECSATY OF GOLD;THE CALL OF THE KTULU;MASTER OF PUPPETS;OF WOLF AND MAN;THE THING THAT SHOULD NO BE;FUEL;THE MEMORY REMAINS;NO LEAF CLOVER;HERO OF THE DAY;DEVILS DANCE;BLEEDING ME;;;
102389;a40fc50b;One Step Beyond;Life Out There;misc;;;1997;12 Miles to San Diego;Pylon;Life on Asteoid B-612;Jive Talk;Lookout;Swungin;Noblesse Oblige;The`Alarming Mal Evans;Sylvia and the Crow;Self Orbit;My Own Worst Enemy;;;
102390;a40fdd0b;Various Artists;The Spirit Of The Underground Vol.1 (CD2);misc;;;;Jambo - Drumattack;A.T.S. - Baa Daa Laa;Resistance D. - Eclipse;Tranceporter - Open Up Your Mind;Casseopaya - Trance Theme;Zero Gravity - The Crave;Microbots - The Sound;Plasma - The Sound;The Melody - The concert;Hole In 1 - X-Paradise;Jetstream - Seriously;;;
102391;a410120b;Sasha;Airdrawndagger;misc;;;;Drempels;Mr Tiddles;Magnetic North;Cloud Cuckoo;Immortal;Fundamental;Boileroom;Bloodlock;Requiem;Golden Arm;Wavy Gravy;;;
102392;a410201b;Various Artists;Hey! Look What I Found - Volume 8;misc;;CD # = MSCD-4508;;The Big Heavy - Cosy Eggleston;Swinging Sweethearts - David Carroll;Ma Ma Ma Marie - The Gaylords;I Kneel At Your Throne - Joe Medlin;Trade Winds - Billy Vaughn;I've Come Of Age - Billy Storm;Russian Band Stand - Spencer & Spencer;Bei Mir Bist Du Schon - Louis Prima & Keely Smith;Answer Me, My Love - Johnny Rivers;Geronimo Stomp - Barry Darvel;For Love - Loyd Price;Hey! Look Me Over - The Pete King Chorale & Orchestra;Maria - Roger Williams;Such A Night - Vince Everett
102393;a410361d;Z100 Morning Zoo;Evil Barney Christmas;misc;;;;Evil Barney's Coming To Town - Kathie Lee Gifford w/ Evil Barney;Charlie's Gay Angels;Z100, Caracas Venezuela;Bend On Over, Shady - Christina Aguilera?;Nabisco Peanut Call;Evil Barney Phoner #1;Rudolf The Red Nosed Reindeer - Evil Barney;Stacey Lynn Blows It;The Real Homer Simpson w/ Nelson;Who Let The Blazers Out - The Baha Men;Old Lady Calls 411 On 503;Sydney Olympics with Yves Sterwin;Rollophoner;Check The Ho's (Deck The Halls) - Rollo
102394;a4104a0d;Various Artists;The Spirit Of The Underground Vol.1 (CD1);misc;;;;Sysex - World Domination;Mescalinum United - We Have Arrived RMX;Sperminator - No Woman Allowed;Overdog - Fuck You Up;Lenny Dee - Bug Spray;Acid Junkies - Sector 9;X-Crash - Subconcious Overload;Dr. Fernando - Stomach Substance;Acid Masters - Atterations;Colone - Overview;X4U - Game Over;Edge Of Motion - La Orilla;Tellurians - Navigator;
102395;a4104c0c;Various;Global Ambition - The Atmosphere Club Mix;misc;Club;;;Woodpeckers / Rage;Negative Return / First Light (Live Mix);Lexicon & Natani / Step 303;La Folie / Down Under;Kores / Oxbow;MikeroBenics / Diadora (Marco Zaffarano Mix);Kaylyn / Your Wildest Dream (CJ's Slick Bass Mix);Negative Return / Babylon Will Crush You;S&H / Ten Fourty;MikeroBenics / Replika (Synesthasia Remix);Mogli / Kasper;MikeroBenics / Gewitterhund;;
102396;a4104f0b;DJ Abel - Peak Hour Miami;Circuit Sessions 6;misc;Dance;;2001;The Intro - Pepper Mashay Greeting;Abel - Bang The Drum;Circuit Boy Feat - Alan T;R.C.A. - Rain;DJ Phenix - Do U Luv Me?;Silvio Ecomo - Standing;Massiv - Who Am I;Sourmash - Mescalito;Ralphi Rosario Feat - Donna Blakely;Fusaro - Celebrando El Carnaval;Cormano - Me Interesa;;;
102397;a410670c;Various Artists;Street Tracks 36;misc;Hip-Hop;;;Kelly, R / Home Alone;Monifah / Touch It;Jd & Mariah Carey / Sweetheart;N / Tyce;Jay / Z;Sweetbox / You Make My Love;Ras Kass / Ghetto Fabulous;Ghost / Players Anthem, The;Hill, Lauryn / Doo Wop (That Thing);Jay / Z;A Tribe Called Quest / Find A Way;Foster, Eboni / Everything You Do;;
102398;a410680b;Various Artists;Night Songs Remix;misc;Vocal;;1997;Nusrat Fateh Ali Khan & Michael Brook / My Heart My Life (Remix);/ Sweet Pain (Remix);/ Taa Deem (Remix);/ Shadow (Remix);/ Longing (Remix);/ My Comfort Remains (Remix);/ Tracery (Remix);/ :ament (Remix);/ Nothing Without You / Tere Bina (Remix);/ Dillagi (Remix);/ Tauba (Remix);;;
102399;a4106a0a;Taylor;Synestesia (Disc B);misc;Trance;;;Jade / A Day in the Life of an Eastern Assasin;Oko Tek / Tazer;Fisher Project / I get a rush (Moogwai's Trauma Mix);Oko Tek / Luminous;Tocharian / Lucuna (Rebound Remix);Marc Auerbach & Goetz / Blast;Evolution / Firewyre;John Selway / Digital Emotion;Transcender / Rock Music (Brancaccio & Aisher's Suicide Sports Dub);Taylor & POB / Today;;;;
102400;a410780b;Melechesh;Sphynx;misc;;;;Of Mercury And Mercury;Secrets Of Sumerian Sphynxology;Annunaki's Golden Thrones;Apkallu Counsel;Tablets Of Fate;Triangular Tattvic Fire;The Arrival Ritual;Incendium Between Mirage And Time;Purifier Of The Stars;Caravans To Ur;[Data];;;
102401;a410930d;Too Short;Short Dog's In The House;misc;;;;Short Dog's In The House;It's Your Life;The Ghetto;Short But Funky;In The Oaktown;Dead Or Alive;Punk Bitch;Ain't Nothin' But A Word To Me (with Ice Cube);Hard On The Boulevard;Pimpology;Paula & Janet;Rap Like Me;The Ghetto (Reprise);
102402;a410960d;Rockers By Choice;Nedtour Live '89;misc;Other;;;Intro (Live);Gang i den (Live);Engel (Live);Peders ting (Live);RBC Huserer (Live);Nej til narkotika (Live);Den sikre ruin (Live);Fuldstændig vild (Ny Version);"Peders ting (12\ Version)""";"Opråb til det danske folk (12\ Version)""";"Gang i den (12\ Version)""";"Nej til narkotika (12\ Version)""";"Den sikre ruin (12\ Version)""";
102403;a410ab19;Elvis Presley;Thank You Very Much;misc;;Fort Baxter\n\nA compilation of tracks from preiously releaed Fort Baxter;;Baby,What You Want Me To Do?;Don't Cry Daddy.;I Got A Woman.;Suspicious Minds.;Make The World Go Away.;Something.;Polk Salad Annie.;I Can't Stop Loving You.;Trouble.;Steamroller Blues.;It's Now Or Never.;Hound Dog.;When My Blue Moon Turns To Gold\\Blue Christmas.;Good Time Charlie's Got The Blues.
102404;a410e90b;Dr. Lael J. Woodbury;The Book of Mormon - Disc 16;misc;;;;Helaman 11;Helaman 12;Helaman 13;Helaman 14;Helaman 15;Helaman 16;3 Nephi 1;3 Nephi 2;3 Nephi 3;3 Nephi 4;3 Nephi 5;;;
102405;a410ef0c;Bruno Schulz;Die Zimtläden;misc;Speech;YEAR: 2002;2002;Die Zimtläden;August;Heimsuchung;Die Vögel;Die Mannequins;Traktat über die Mannequis - oder das 2. Buch Genesis;Traktat über die Mannequis - Fortsetzung;Traktat über die Mannequis - Schluss;Die Zimtläden - 1;Die Zimtläden - 2;Die Zimtläden - 3;Der Zauberkünstler;;
102406;a410ef1b;Alma Cogan;The a-z of Alma Cogan disc 3;misc;;;;Ja-da;Cowboy Jimmy Joe;Keep me in your heart;All alone;Let's face the music and dance;She's funny that way / The man I love / You were meant for me;Oom pah pah;I want to wisper something;I love you too much;My one and only love;Baubles bangles and beads;Goodbye Joe;Let me love you;If love were all
102407;a411000d;Various;Naschat 2002;misc;misc;;2002;Wa la Wahed;Sawahhalia;Arabic Flamenco;Kadeeb;My Folk;Säbel;Rihat;Zeina;Mirage;Ebeudae / Only if;Habibi Ya Ayni;Khatar;Nado;
102408;a411010b;Various;Speed Garage 98'  CD 1;misc;House;;1998;Ramsey & Pen - Love bug (R.A.F bump mix);Ruff Driverz - Don't stop;Sandy B - Make the world go around (Deep Dish vocal mix);Scott Garcia feat Mc Styles - it's a London thing;Pandora - Step to it;D'Influence - Hypnotize (Masters At Work 12'' mix);Phunk - Playing away;Chronicle - Real Vibes (UK 12'' mix);Fabulous Baker Boys - Oh boy (Ramsey & Pen remix);Vortex - The beat don't stop;Michelle Weeks - Don't give up (M & S epic club mix);;;
102409;a411080c;PO-CP003C;Club Series CP003C;misc;Club;;1992;A.L.T. / Tequila;C & C Music Factory / Keep It Comin';T42 / Let Him Go;MK & Alana / Burning;Clubland / Hypnotized;Mass ORder / Let's Get Happy;U2 / Even Better Than The Real Thing;Utah Saints / Something Good;Evelyn Champagne King / Shame '92;Bass Bumpers / The Music's Got Me;Rozalla / Everybody's Free;Men Of X / X Is Dope;;
102410;a4110d0c;Various;Renaissance The Mix Collection 3 (CD2);misc;;;;Heaven (Sarah Washington);U Got To Live in Peace (Love Solution);Show Your Feelings Inside (Mila);We Got The Love (Sabrina Pope);Stand Up (Love Tribe);Happiness (Surreal);Be Sexy (Justine);Final (Hustlers Convention);Never Ending Source Of Love (Michelle Wilson);Take Me Over (BPM);Over And Over (Plux);Sweetly;;
102411;a4110f1f;Grimms;Grimms/Rockin' Duck;misc;;;;Interruption At The Opera House (Part 1);Three Times Corner;Sex Maniac;Galactic Love Poem;Chairman Shankley;Italian Job;Albatross Ramble;Short Blues;Summer With The Monarch;Twyfords Vitromat;Following You;11th Hour;Con. Gov. Fig.;Brown Paper Carrier Bag
102412;a411430d;I Love Tecno Pop Vol.2;CD2;misc;Dance;;2002;Haircut 100 / Love Plus One;Visage / Fade To Grey;Tears For Fears / Change;Camouflage / Love Is A Shield;Men Without Hats / Safety Dance;Blow Monkeys / It Doesn't Have To Be This Way;Wolfsheim / The Sparrows & The Nightingales;Chaz Jankel / Glad To Know You;Sniff 'N' The Tears / Driver's Seat;The Knack / My Sharona;Tha Clash / This Is Radio Clash;Tauchen - Prokopetz / Codo (...Duse Im Sauseschritt);The Assembly / Never Never;
102413;a411450b;Iyunx Productions;Short Term Memory Loss;misc;IDM;;;Yubble, Yubble;Golden Harvest;Befred;Jeus;KanKaq;Xestination;Nom;Binkol;Vertigohome;Stung;Passport;;;
102414;a411450c;Neeka;Neeka;misc;Alternative;;1999;The Gardener;This Is Not My Home;Legacy;Sunset;Eve;Blueprint;Patti;Fight Of The Night;Listen To The Radio;Killing Ace;No Medicine;Data Track;;
102415;a4114b0c;Yonder Mountain String Band. Louis, MO (3-3);12-31-01 Mississippi Night's - St. Louis, MO (3-3);misc;;;;After Midnight >;June Apple >;Free To Run;Rambler's Anthem;Roanake;Dogs >;Snow on the Pines >;Follow Me Down to the Riverside >;Over the Waterfall;E: My Blues My Naughty Sweetie Gives To Me;E: Pan American;E: Goodbye Blue Sky;;
102416;a4114f0c;Unlimited Touch;Searching To Find the One;misc;;;;Searching to find the One;I Hear Music in the streets;Private Party;Love To Share;In The Middle;Yes, I'm Ready;Your Love Is Serious;Love Explosion;No One Can Love Me (Quite The Way You Do);Good Loving;Reach Out (Everlasting Lover);Searching to Find the one (remix);;
102417;a411553d;SpectraSonics;Distorted Reality 2;misc;Industrial;\nYEAR: 2001  ID3G:  19;2001;Demo Song;Beats / 50-69 BPM;Beats / 70-79 BPM;Beats / 80-89 BPM;Beats / 90-99 BPM;Beats / 100-109 BPM;Beats / 110-119 BPM;Beats / 120-129 BPM;Beats / 130-139 BPM;Beats / 140-159 BPM;Beats / 160-480 BPM;Ambient / Somber Ambience;Ambient / Radient Ambience;Ambient / Distordant Ambience
102418;a4115863;Jean C. Roché;All the bird songs of Britain and Europe (Vol 4);misc;;© 1990 Sittelle, Ref: 00803\nSubmitted by: Antonio Vilar, March 1998.\n;;Marmora's Warbler;Dartford Warbler;Spectacled Warbler;Subalpine Warbler;Sardinian Warbler;Rüppell's Warbler;Western Orphean Warbler;Eastern Orphean Warbler;Barred Warbler;Lesser Whitethroat;Whitethroat;Garden Warbler;Blackcap;Greenish Warbler
102419;a4118e0c;Various;This Is Techno (Disc One);misc;;;;Prodigy / Poison;Josh Wink / Higher State Of Consciousness;Carl Cox / 2 Paintings And A Drum;Morph / Stormwatch;De Force / Tour;Sven Vath / Harlequin (The Beauty & The Beast);Plastikman / Spastik;Neuropolitique / Cuban Timewarp;Mark Broom / Time;Lfo / Lfo;Trio / Below & Above;Scanner / Above Your Eyes;;
102420;a411920c;Pitch Shifter;Desensitized;misc;Other;;1993;Lesson One;Diable;Ephemeral;Triad;To Die Is Gain;(A Higher Form Of) Killing;Lesson Two;Cathode;NA;Gatherer Of Data;NCM;Routine;;
102421;a411d11d;Mary Higgins-Clark;Wenn wir uns wiedersehen 03;misc;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14
102422;a411e51d;peggy march;memories of heidelberg;misc;;;;memories of heidelberg 1966;more (das kann der anfang unserer liebe sein) 1967;boom-bang-a-bang 1969;die antwort weiß ganz allein der wind (& benny thomas) 1966;tausend steine (& benny thomas) 1966;laß mich nie allein 1967;romio und julia 1967;fällt der regen in das meer 1967;spar dir deine dollar 1967;mississippi shuffle boat 1968;ende der zwanziger jahre 1968;es war höchste eisenbahn 1986;bahama lullaby 1968;tellegramm aus tennessee 1967
102423;a412070b;THE PROFESSIONAL SCHOOL OF TECHNO;VOL3;misc;Techno;YEAR: 1992;1992;spiritual high;caliber;jam the box(radio edit);electran;tb rage;mindfield;oxycute;stay in darkness;entrance(dave angel remix);vivisection experimentation;wilmot(edit);;;
102424;a412390d;Armin van Buuren;A State of Trance 2004 (CD2);misc;Trance;;2004;Perry O'Neil - Kubik;Valentino - Flying (Sultan & The Greek Remix);Michael Burns - The Ambience;Peter Martin pres. Anthanasia - Perfect Wave;St. John vs. Locust - Mind Circles (Perry O'Neil Remix);Remy & Roland Klinkenberg - Fearless;Solar Stone vs. Scott Bond - Naked Angel;M.I.K.E. pres. Fascinated - Totally Fascinated;Mono - Rise;Envio - Time to Say Goodbye (Passova Mix);True Form - Forbidden Colours;Arctic Quest - Offbeat;Terry Bones vs. Fred Baker pres. Water Planet - Introspection;(John Askew Mix)
102425;a412470b;Various Artists;Spiritual Life Music - CD2;misc;;;2001;Still Phil Featuring Camille - Beautiful;Joe Claussell Presents : Cosmic Ritual - Come Inside (The Loft);Mateo & Matos - Idris Rises (Original Mix);3 Generations Walking - Slavery Days;Daniel Moreno - Afrodejahs We;Slam Mode - Clouds;Ola Jagun And His Ancestral Rhythms - Odo Oya;Cassandra Wilson - Run The Voodou Down (Joe Claussell Remix);Jephte Guillaume & The Tet Kale Orkestra - Ibo Lele;Heather Johnson - Talk Show;Joe Claussell - Agora E Seu Tempo;;;
102426;a412471a;DJ Rap;JDJ: Journeys through the land of Drum'n'Bass: DJ Rap;misc;;;;Sacred Cycles;Lonely;Dream Sequence;Music Box;Yeah Yeah;Fresh Jive;Promised Land;Groundhog Day (remix);Voyager;The Wonders of Wishing;Eden;D-Pressed;All You Wanted;Digable Bass (remix)
102427;a412540d,a512540d;Various;Trance Attack Vol.1;misc;;;;DJ Taylor & Flow / Gott tanzte;!! / Secrets Of Asia;Nostrum / Mindgames (Onda Del Futuro Remix);Maincrashers / Atlantis 2000 (Green Court Mix);Mario Piu / Communication;Friends Lovers and Family / Diamond Lil's '99 (Quietman Remix);Stan Francisco / Dark Horizon;Luis Junior / I Believe In You (De La Ray Remix);Stephen Parker / Phases Pad;Vernon's World / Wonderer;Starparty / I'm In Love (Steve Baltes Remix);Eastwood / High Noon;Progressive Attack / Hypnotic Harmony;
102428;a4125f0b;Various Artists;Dj Peter G. (SoundPlanet House Club) CD01;misc;House;;2001;Sono - Keep Control;Sandy Rivera Feat Lt. Brown - Come Into My Room;Natural Born Lovers - Precious Thing;Loleatta Holloway - Dreamin;"Harry \Choo Choo\"" Romero - Night The Black""";Different Gear Vs Sia - Drink To Get Drunk;Deep Swing - In The Music;Sound 5 - Latin Static;Mutiny - Virus;Ruizinho - Keep Calm;"Peter \Tha Zouk\"" + Bruno Marciano - Kashmira""";;;
102429;a412a00d;Chumbabawamba;UnChumbabawamba;misc;Alternative Pop;;2004;The Wizard of Menlo Park;Just Desserts;On eBay;Everything You Know Is Wrong;Be With You;When Fine Society Sits Down To Dine;A Man Walks Into A Bar;Buy Nothing Day;Following You;We Don't Want To Sing Along;I Did It For Alfie;Rebel Code;(copy protection);
102430;a412b30d;Various Artists;Pure X-Tacy Disc 2;misc;Trance;;;Ubu / Pixels;Geetano Parisio / Chapter One;Halo, Hipp-e & Tony / Dubb Me Some'tin fresh;Cevin Fisher / Love You Some More;"Harry \Choo Choo\"" Romero / Suck My Clock""";Phats & Small / Respect the C**k;X-Press 2 / AC/DC;"Halo Varga presents \My Sound\"" / Future""";Robbie Tronco / Walk 4 Me 2001;Silicone Soul / Chic-O-Lea;Peace Division presents Dark Daze / Feel My Drums;Oliver Lieb presents Smoked / Metro;Thick Dick / Welcome 2 the Jungle;
102431;a506e00c;YMO;Xoo Multiplies Return;misc;Techno;YEAR: 1980;1980;Jingle Ymo;Nice Age;Snakemanshow;Tighten Up (Japanese Gentlemen Stand Up Please);Snakemanshow;Here We Go Again/Tighten Up;Snakemanshow;Multiplies;Snakemanshow;1-900 Blow/Shadows on the Ground (Water Bed);Snakemanshow;Mix: Behind the Mask/Computer Game/Firecracker/Tong Poo/Simoon/Tighten;;
102432;a506e70f;Ola & Potatisarna;Jag ska bli diktator;misc;Noise;;2003;Va' Faan, dricker du ur Oves kopp;Ragnars hatt;Nu ligger vi med varann;Granbergshöjden;Fyongjorrla;Den onda handen;Keno;Jag ska bli diktator;Min jävla näsa;Hallonklump;Vi skulle aldrig ha åkt till New York;Man behöver inte sjunga om man vill;Cowboyhals;Utan motorborr
102433;a5072b0c;CJ;move it!;misc;Other;Kids sing-a-long songs;2000;The Giggle Wiggle;The Chicken Dance;Drivin' A Car;The Hokey Pokey;Popcorn Time;Stop & Go;The Shape Shake;Adventuronimo!;Head & Shoulders;Jungle Jazz (The Clean-up Song);Ballin' The Jack;Ducky Lucky Disco;;
102434;a507dd0c;Karina;Los Grandes Exitos De Karina;misc;;;;la flechas del amor;el baul de los recuerdos;romeo y julieta;la fiesta;concierto para enamorados;yo te dire;en un mundo nuevo;viva el amor;la mas bella del baile;el dia de los enamorados;los chicos del preu;dile;;
102435;a507f40c;Grupo Pegasso;Sentir y Fantasia;misc;Latin;;1997;Fantasia;Tu Copa Rota;Cosas Del Corazon;Si Regresaras;No Me Hagas Sufrir;No Me Estes Mintiendo;Paso A La Gloria;Por Estar Contigo;Bikini Open;Demasiado Romantica;Tiro La Flor;Todo Por Amor;;
102436;a508120c;Various;Remembering War Years;misc;Big Band;Master Tone, Inc. 1996\nTulsa, OK 21100;1996;Louis Armstrong/When The Saints Go Marching In;Count Basie/Shout And Feel It;Tommy Dorsey/Swing Low Sweet Chariot;Glenn Miller/American Patrol;Benny Goodman/Somebody Stole My Gal;Woody Herman/Stompin' At The Savoy;Harry James/Stardust;Buddy Rich/Rags To Riches;Glenn Miller/Jeep Jockey Jump;Benny Goodman/Stardust;Louis Armstrong/Mame;Glenn Miller/Seven O Five;;
102437;a5083c0b;Theater u. Musik;Hokuspokus;misc;Vocal;YEAR: 1996 ID3G: 28;1996;Wo bleibt der Eisbär mit dem Eis;Verboten;Sonntagsausflug;Schulallergie;Frei, endlich frei !;Schokoconrflakes;Ein Lied für alle kleinen Schussel;Wenn die Frösche quaken;Prinzessin;Schnuffi Mops;Mayday !;;;
102438;a508900c;Various Artists;Legendary Crooners - Stardust;misc;Easy Listening;;1999;Tony Bennett / I've Grown Accusotmed To Her Face [Count Basie;Orchestra];Mel Torme / Blue Moon;Frank Sinatra / Stardust [Tommy Dorsey Orchestra];Perry Como / If;Eddie Fisher / Wish You Were Here;Andy Williams / Canadian Sunset;Vic Damone / The Glory Of Love [Theme from 'Guess Who's Coming;To Dinner'];Al Martino / I Love You Because;Frank Sinatra / I'll Never Smile Again [Tommy Dorsey Orchestra;];Vaughn Monroe / Ballerina;Frankie Laine / That Lucky Old Sun
102439;a508900d;The Calvary Quartet;I've Seen Jesus;misc;Vocal;;2002;Doxology;I'm Free Again;Nearer, Still Nearer;I Am Thine O Lord;Living By Faith;At The Cross;For Whatever It Takes;We Shall Behold Him;Does Jesus Care -- He Cares For You;He Is Mine;Jesus Led Me All The Way;I've Seen Jesus;Turn Your Eyes Upon Jesus;
102440;a508c60c;Gord Downie;Battle Of The Nudes;misc;Rock;;2003;Into The Night;Figment;Christmastime In Toronto;Willow Logic;Pascal's Submarine;11th Fret;Who By Rote;Steeplechase;More Me Less You;We're Hardcore;Pillform #1;Pillform #2;;
102441;a508c70c;Pancho barraza;Sinverguenza y Mujeriego;misc;Latin;YEAR: 2000 ID3G: 86;2000;Te esperare;Los amantes;Sinverguenza y mujeriego;No llores;Dejame y olvidame;Perdoname mi amor;Amor que nace;Unidos para amarnos;Bonita que sueñas;Alivia mi tristeza;Sin mentiras ni engaños;Borracho y solo;;
102442;a508e50c;Tânia Maria;Apresentamos Tânia Maria;misc;MPB;;1969;Pout-Pourri: Não Tem Tradução / Com que Roupa / Três Apitos / Feitiço d;a Vila / Feitio e Oração;Viver Morrer;A Voz do Povo;Papão;Ficou da Saudade;Divisão;De Manhã;Terra de Ninguém;A Paz;Agora;Paz de Espírito;O Verão Vem Aí;
